Maquina1.2,332,Maquina1.3,0,Maquina1.4,504,Maquina1.5,0,Maquina1.6,786,Maquina 1,7,0,
Maquina1.2,338,Maquina1.3,0,Maquina1.4,550,Maquina1.5,0,Maquina1.6,843,Maquina 1,7,0,
Maquina1.2,352,Maquina1.3,571,Maquina1.4,0,Maquina1.5,0,Maquina1.6,853,Maquina 1,7,0,
Maquina1.2,367,Maquina1.3,0,Maquina1.4,571,Maquina1.5,0,Maquina1.6,855,Maquina 1,7,0,
Maquina1.2,256,Maquina1.3,384,Maquina1.4,0,Maquina1.5,15,Maquina1.6,0,Maquina 1,7,903,
Maquina1.2,379,Maquina1.3,0,Maquina1.4,619,Maquina1.5,0,Maquina1.6,932,Maquina 1,7,0,
Maquina1.2,392,Maquina1.3,618,Maquina1.4,0,Maquina1.5,0,Maquina1.6,973,Maquina 1,7,0,
Maquina1.2,275,Maquina1.3,398,Maquina1.4,0,Maquina1.5,15,Maquina1.6,0,Maquina 1,7,966,
Maquina1.2,403,Maquina1.3,652,Maquina1.4,0,Maquina1.5,0,Maquina1.6,982,Maquina 1,7,0,
Maquina1.2,426,Maquina1.3,641,Maquina1.4,0,Maquina1.5,0,Maquina1.6,1030,Maquina 1,7,0,
Maquina1.2,442,Maquina1.3,0,Maquina1.4,669,Maquina1.5,0,Maquina1.6,1041,Maquina 1,7,0,
Maquina1.2,451,Maquina1.3,0,Maquina1.4,671,Maquina1.5,0,Maquina1.6,1054,Maquina 1,7,0,
Maquina1.2,455,Maquina1.3,682,Maquina1.4,0,Maquina1.5,0,Maquina1.6,1088,Maquina 1,7,0,
Maquina1.2,458,Maquina1.3,0,Maquina1.4,671,Maquina1.5,0,Maquina1.6,1071,Maquina 1,7,0,
Maquina1.2,472,Maquina1.3,0,Maquina1.4,709,Maquina1.5,0,Maquina1.6,1104,Maquina 1,7,0,
Maquina1.2,488,Maquina1.3,705,Maquina1.4,0,Maquina1.5,0,Maquina1.6,1100,Maquina 1,7,0,
Maquina1.2,308,Maquina1.3,506,Maquina1.4,0,Maquina1.5,19,Maquina1.6,0,Maquina 1,7,1164,
Maquina1.2,517,Maquina1.3,706,Maquina1.4,0,Maquina1.5,0,Maquina1.6,1164,Maquina 1,7,0,
Maquina1.2,526,Maquina1.3,837,Maquina1.4,0,Maquina1.5,0,Maquina1.6,1235,Maquina 1,7,0,
Maquina1.2,336,Maquina1.3,538,Maquina1.4,0,Maquina1.5,23,Maquina1.6,0,Maquina 1,7,1244,
Maquina1.2,549,Maquina1.3,824,Maquina1.4,0,Maquina1.5,0,Maquina1.6,1255,Maquina 1,7,0,
Maquina1.2,556,Maquina1.3,858,Maquina1.4,0,Maquina1.5,0,Maquina1.6,1332,Maquina 1,7,0,
Maquina1.2,582,Maquina1.3,879,Maquina1.4,0,Maquina1.5,0,Maquina1.6,1340,Maquina 1,7,0,
Maquina1.2,598,Maquina1.3,877,Maquina1.4,0,Maquina1.5,0,Maquina1.6,1340,Maquina 1,7,0,
Maquina1.2,604,Maquina1.3,919,Maquina1.4,0,Maquina1.5,0,Maquina1.6,1322,Maquina 1,7,0,
Maquina1.2,632,Maquina1.3,0,Maquina1.4,966,Maquina1.5,0,Maquina1.6,1352,Maquina 1,7,0,
